,UserID,Age,Gender,Location,Income,Profession,Demographics,Platform,Total Time Spent,Video Category,Video Length,Time Spent On Video,Frequency,Satisfaction,Watch Reason,Watch Time,Addiction Level,Generation,Income Group
739,740,45,Female,Mexico,29764,driver,Rural,TikTok,267,ASMR,26,25,Evening,7,Habit,2:00 PM,5,Gen X,Low Income
740,741,34,Female,Pakistan,62727,Students,Rural,Instagram,161,ASMR,20,28,Evening,1,Entertainment,2:00 PM,0,Millenials,Middle Income
741,742,22,Other,Indonesia,98471,driver,Rural,TikTok,224,Entertainment,20,17,Afternoon,7,Habit,5:00 PM,5,Gen Z,High Income
742,743,48,Male,Vietnam,28068,Labor/Worker,Rural,Instagram,175,Life Hacks,16,10,Evening,7,Habit,2:00 PM,5,Gen X,Low Income
743,744,22,Female,India,27295,Students,Rural,Instagram,40,Trends,24,19,Afternoon,2,Habit,5:00 PM,0,Gen Z,Low Income
744,745,55,Female,Mexico,61160,Manager,Rural,Facebook,241,Life Hacks,2,11,Afternoon,4,Habit,5:00 PM,2,Gen X,Middle Income
745,746,20,Male,Mexico,31390,Cashier,Rural,YouTube,291,Pranks,20,15,Evening,2,Boredom,2:00 PM,0,Gen Z,Low Income
746,747,40,Male,Japan,40131,Cashier,Urban,TikTok,38,Entertainment,15,10,Evening,4,Habit,2:00 PM,2,Millenials,Lower-Middle Income
747,748,54,Female,Japan,95969,Engineer,Urban,TikTok,204,Pranks,18,11,Night,2,Boredom,9:00 PM,0,Gen X,High Income
748,749,54,Male,India,35038,Students,Rural,TikTok,265,Pranks,1,23,Morning,2,Procrastination,8:00 AM,0,Gen X,Low Income
749,750,27,Female,India,72327,Waiting staff,Rural,YouTube,290,Pranks,26,3,Morning,2,Boredom,8:00 AM,0,Gen Z,Middle Income
750,751,27,Male,India,97064,Teacher,Rural,Facebook,96,Entertainment,29,3,Evening,4,Boredom,2:00 PM,2,Gen Z,High Income
751,752,36,Male,India,41281,Cashier,Rural,TikTok,158,Entertainment,29,18,Afternoon,2,Boredom,5:00 PM,0,Millenials,Lower-Middle Income
752,753,34,Male,United States,74189,Labor/Worker,Urban,YouTube,258,Gaming,19,25,Afternoon,2,Entertainment,5:00 PM,0,Millenials,Middle Income
753,754,38,Other,United States,68511,Students,Rural,Instagram,292,Trends,12,11,Night,1,Boredom,9:00 PM,0,Millenials,Middle Income
754,755,31,Male,Japan,28605,Labor/Worker,Rural,TikTok,207,Vlogs,8,20,Morning,4,Entertainment,8:00 AM,2,Millenials,Low Income
755,756,26,Male,Japan,21381,Waiting staff,Rural,TikTok,53,Vlogs,6,26,Morning,4,Boredom,8:00 AM,2,Gen Z,Low Income
756,757,63,Female,Japan,86634,driver,Rural,Facebook,37,Vlogs,12,29,Afternoon,7,Procrastination,5:00 PM,5,Baby Boomers,Upper-Middle Income
757,758,18,Female,Pakistan,39810,Waiting staff,Urban,TikTok,26,Gaming,7,22,Evening,2,Boredom,2:00 PM,0,Gen Z,Lower-Middle Income
758,759,62,Female,Barzil,44322,Teacher,Urban,TikTok,136,Vlogs,18,18,Morning,2,Entertainment,8:00 AM,0,Baby Boomers,Lower-Middle Income
759,760,30,Other,India,61869,Labor/Worker,Urban,Instagram,177,Gaming,22,25,Evening,4,Boredom,2:00 PM,2,Millenials,Middle Income
760,761,21,Female,Pakistan,52955,Students,Rural,YouTube,253,Comedy,14,15,Night,2,Habit,9:00 PM,0,Gen Z,Lower-Middle Income
761,762,18,Male,United States,81388,Students,Rural,YouTube,85,Entertainment,8,7,Evening,7,Procrastination,2:00 PM,5,Gen Z,Upper-Middle Income
762,763,57,Female,United States,30207,Waiting staff,Rural,Facebook,240,Vlogs,24,10,Evening,2,Boredom,2:00 PM,0,Gen X,Low Income
763,764,49,Male,Vietnam,87628,Engineer,Rural,Instagram,213,Life Hacks,20,21,Night,2,Entertainment,9:00 PM,0,Gen X,Upper-Middle Income
764,765,51,Male,Germany,48220,Teacher,Rural,YouTube,257,Jokes/Memes,22,23,Afternoon,1,Procrastination,5:00 PM,0,Gen X,Lower-Middle Income
765,766,45,Male,Mexico,94085,Waiting staff,Urban,Instagram,223,Life Hacks,14,20,Night,4,Habit,9:00 PM,2,Gen X,High Income
766,767,48,Male,India,42031,Teacher,Urban,YouTube,224,Jokes/Memes,5,29,Night,7,Habit,9:00 PM,5,Gen X,Lower-Middle Income
767,768,25,Male,Indonesia,90721,Cashier,Rural,Instagram,167,Pranks,9,10,Afternoon,2,Boredom,5:00 PM,0,Gen Z,High Income
768,769,56,Male,Philippines,91312,Students,Rural,Facebook,78,ASMR,8,13,Afternoon,2,Habit,5:00 PM,0,Gen X,High Income
769,770,43,Male,United States,79766,Labor/Worker,Rural,TikTok,94,Jokes/Memes,2,15,Night,7,Boredom,9:00 PM,5,Millenials,Middle Income
770,771,51,Female,Vietnam,32449,Artist,Rural,Facebook,276,Trends,28,23,Morning,7,Entertainment,8:00 AM,5,Gen X,Low Income
771,772,20,Female,India,76699,Students,Urban,YouTube,78,ASMR,16,18,Night,4,Boredom,9:00 PM,2,Gen Z,Middle Income
772,773,29,Other,Germany,66092,Students,Rural,Facebook,108,Vlogs,13,23,Evening,7,Habit,2:00 PM,5,Millenials,Middle Income
773,774,18,Female,Pakistan,83671,Students,Rural,TikTok,225,Vlogs,7,4,Afternoon,4,Habit,5:00 PM,2,Gen Z,Upper-Middle Income
774,775,61,Other,India,30350,Students,Rural,Facebook,170,Jokes/Memes,16,20,Afternoon,2,Entertainment,5:00 PM,0,Baby Boomers,Low Income
775,776,22,Male,Mexico,88487,Labor/Worker,Urban,YouTube,103,Life Hacks,7,17,Evening,2,Entertainment,2:00 PM,0,Gen Z,Upper-Middle Income
776,777,47,Male,India,37622,Students,Urban,YouTube,183,Jokes/Memes,27,28,Night,1,Habit,9:00 PM,0,Gen X,Low Income
777,778,47,Male,Barzil,90263,Labor/Worker,Rural,Facebook,174,Gaming,14,3,Night,7,Procrastination,9:00 PM,5,Gen X,High Income
778,779,34,Male,Japan,73117,Waiting staff,Rural,TikTok,124,Jokes/Memes,14,21,Night,2,Entertainment,9:00 PM,0,Millenials,Middle Income
779,780,64,Other,Japan,78394,Students,Rural,Facebook,229,Pranks,12,21,Evening,2,Entertainment,2:00 PM,0,Baby Boomers,Middle Income
780,781,40,Female,Mexico,43782,Artist,Rural,TikTok,40,Jokes/Memes,1,2,Afternoon,4,Habit,5:00 PM,2,Millenials,Lower-Middle Income
781,782,32,Female,Germany,48454,Cashier,Rural,Instagram,20,Gaming,1,4,Afternoon,7,Entertainment,5:00 PM,5,Millenials,Lower-Middle Income
782,783,54,Male,Vietnam,87904,Labor/Worker,Rural,TikTok,139,Pranks,12,1,Night,2,Habit,9:00 PM,0,Gen X,Upper-Middle Income
783,784,38,Male,Pakistan,35592,Labor/Worker,Urban,Instagram,114,Life Hacks,20,15,Morning,4,Habit,8:00 AM,2,Millenials,Low Income
784,785,31,Male,Japan,42173,Students,Urban,Facebook,36,Jokes/Memes,21,25,Evening,4,Habit,2:00 PM,2,Millenials,Lower-Middle Income
785,786,19,Male,India,53204,driver,Rural,TikTok,236,Pranks,15,1,Evening,2,Entertainment,2:00 PM,0,Gen Z,Lower-Middle Income
786,787,28,Female,Indonesia,55596,Labor/Worker,Urban,Instagram,11,Gaming,4,6,Evening,2,Entertainment,2:00 PM,0,Millenials,Lower-Middle Income
787,788,56,Other,United States,54324,Students,Rural,Instagram,110,Trends,7,7,Night,4,Boredom,9:00 PM,2,Gen X,Lower-Middle Income
788,789,55,Male,United States,81202,Waiting staff,Rural,Instagram,30,Vlogs,16,19,Afternoon,2,Entertainment,5:00 PM,0,Gen X,Upper-Middle Income
789,790,51,Male,United States,50750,Manager,Urban,YouTube,67,Life Hacks,3,12,Evening,7,Boredom,2:00 PM,5,Gen X,Lower-Middle Income
790,791,55,Male,Vietnam,96112,Students,Rural,Facebook,189,Jokes/Memes,7,1,Night,4,Entertainment,9:00 PM,2,Gen X,High Income
791,792,51,Male,India,36566,Waiting staff,Urban,Instagram,29,Pranks,29,7,Morning,4,Habit,8:00 AM,2,Gen X,Low Income
792,793,35,Male,India,27190,Students,Urban,TikTok,264,Jokes/Memes,24,19,Evening,7,Habit,2:00 PM,5,Millenials,Low Income
793,794,47,Male,Mexico,58333,Labor/Worker,Urban,Instagram,47,Jokes/Memes,22,13,Night,7,Entertainment,9:00 PM,5,Gen X,Lower-Middle Income
794,795,32,Female,United States,21589,Labor/Worker,Rural,YouTube,157,Comedy,6,26,Evening,4,Entertainment,2:00 PM,2,Millenials,Low Income
795,796,44,Female,India,45235,Students,Rural,Facebook,34,Life Hacks,16,12,Afternoon,4,Boredom,5:00 PM,2,Gen X,Lower-Middle Income
796,797,51,Other,Pakistan,20159,Students,Urban,YouTube,130,Jokes/Memes,24,12,Night,2,Boredom,9:00 PM,0,Gen X,Low Income
797,798,55,Female,Barzil,32145,Waiting staff,Rural,YouTube,35,Gaming,8,22,Night,2,Habit,9:00 PM,0,Gen X,Low Income
798,799,50,Male,Barzil,51921,Students,Rural,YouTube,178,ASMR,23,13,Morning,4,Procrastination,8:00 AM,2,Gen X,Lower-Middle Income
799,800,41,Male,India,36237,driver,Rural,TikTok,234,Life Hacks,22,28,Evening,4,Boredom,2:00 PM,2,Millenials,Low Income
800,801,32,Male,Vietnam,28244,Manager,Rural,Facebook,10,Jokes/Memes,6,14,Afternoon,2,Habit,5:00 PM,0,Millenials,Low Income
801,802,47,Male,Japan,34743,Students,Urban,Facebook,270,Life Hacks,10,22,Evening,2,Boredom,2:00 PM,0,Gen X,Low Income
802,803,59,Female,India,66101,Waiting staff,Rural,TikTok,22,Entertainment,16,12,Night,7,Entertainment,9:00 PM,5,Gen X,Middle Income
803,804,34,Female,United States,76378,Labor/Worker,Urban,Facebook,57,Entertainment,11,20,Morning,2,Entertainment,8:00 AM,0,Millenials,Middle Income
804,805,22,Female,Philippines,91126,Students,Rural,YouTube,103,Life Hacks,13,12,Evening,4,Habit,2:00 PM,2,Gen Z,High Income
805,806,46,Male,United States,76071,Students,Rural,Facebook,270,ASMR,29,27,Evening,7,Boredom,2:00 PM,5,Gen X,Middle Income
806,807,21,Female,Mexico,91121,Engineer,Rural,TikTok,287,Jokes/Memes,6,6,Afternoon,2,Entertainment,5:00 PM,0,Gen Z,High Income
807,808,27,Other,Mexico,94763,Labor/Worker,Rural,YouTube,214,Pranks,24,27,Evening,7,Procrastination,2:00 PM,5,Gen Z,High Income
808,809,34,Male,Barzil,32237,Artist,Rural,TikTok,194,Life Hacks,1,10,Evening,7,Procrastination,2:00 PM,5,Millenials,Low Income
809,810,27,Male,Barzil,35649,Labor/Worker,Urban,Instagram,184,Gaming,21,20,Evening,7,Boredom,2:00 PM,5,Gen Z,Low Income
810,811,34,Male,Vietnam,57713,Manager,Rural,YouTube,78,Pranks,19,29,Evening,7,Entertainment,2:00 PM,5,Millenials,Lower-Middle Income
811,812,37,Male,Germany,93463,Waiting staff,Rural,YouTube,113,Pranks,12,24,Evening,4,Boredom,2:00 PM,2,Millenials,High Income
812,813,41,Male,Indonesia,65409,Labor/Worker,Rural,Facebook,255,Gaming,24,9,Night,2,Entertainment,9:00 PM,0,Millenials,Middle Income
813,814,22,Other,Indonesia,68766,driver,Rural,YouTube,170,Gaming,27,2,Evening,7,Boredom,2:00 PM,5,Gen Z,Middle Income
814,815,51,Female,Germany,66154,Waiting staff,Urban,TikTok,209,Jokes/Memes,6,7,Evening,2,Habit,2:00 PM,0,Gen X,Middle Income
815,816,23,Female,Japan,27016,Labor/Worker,Rural,Facebook,225,Jokes/Memes,18,9,Evening,4,Habit,2:00 PM,2,Gen Z,Low Income
816,817,19,Male,Indonesia,99563,Artist,Urban,Instagram,221,Vlogs,13,25,Night,2,Boredom,9:00 PM,0,Gen Z,High Income
817,818,30,Male,Vietnam,68688,Labor/Worker,Urban,TikTok,25,Jokes/Memes,7,12,Afternoon,4,Entertainment,5:00 PM,2,Millenials,Middle Income
818,819,60,Female,Philippines,74238,Labor/Worker,Urban,Instagram,214,Life Hacks,23,5,Morning,7,Habit,8:00 AM,5,Baby Boomers,Middle Income
819,820,60,Male,Philippines,78608,Waiting staff,Rural,Instagram,48,Jokes/Memes,13,1,Night,7,Procrastination,9:00 PM,5,Baby Boomers,Middle Income
820,821,28,Female,India,51897,driver,Rural,Instagram,98,Trends,21,22,Afternoon,7,Boredom,5:00 PM,5,Millenials,Lower-Middle Income
821,822,64,Female,India,70961,Teacher,Rural,YouTube,265,Jokes/Memes,8,15,Afternoon,7,Boredom,5:00 PM,5,Baby Boomers,Middle Income
822,823,40,Male,Philippines,88703,Labor/Worker,Rural,TikTok,263,Gaming,21,8,Night,7,Entertainment,9:00 PM,5,Millenials,Upper-Middle Income
823,824,33,Female,United States,64757,Waiting staff,Urban,TikTok,225,Gaming,17,1,Afternoon,7,Habit,5:00 PM,5,Millenials,Middle Income
824,825,48,Other,United States,46917,Students,Urban,YouTube,181,Comedy,9,18,Evening,4,Habit,2:00 PM,2,Gen X,Lower-Middle Income
825,826,28,Male,Germany,42736,Students,Rural,Facebook,146,Vlogs,20,13,Night,7,Boredom,9:00 PM,5,Millenials,Lower-Middle Income
826,827,33,Other,India,47990,Waiting staff,Urban,Instagram,187,ASMR,13,29,Evening,7,Habit,2:00 PM,5,Millenials,Lower-Middle Income
827,828,25,Other,India,82551,Engineer,Urban,TikTok,86,Pranks,2,1,Evening,7,Boredom,2:00 PM,5,Gen Z,Upper-Middle Income
828,829,21,Male,Barzil,78161,Labor/Worker,Rural,YouTube,197,Pranks,4,5,Night,2,Boredom,9:00 PM,0,Gen Z,Middle Income
829,830,57,Other,Mexico,99623,Labor/Worker,Urban,Instagram,24,Vlogs,29,18,Afternoon,1,Habit,5:00 PM,0,Gen X,High Income
830,831,21,Female,Vietnam,42440,Waiting staff,Rural,Facebook,223,Jokes/Memes,25,16,Afternoon,2,Procrastination,5:00 PM,0,Gen Z,Lower-Middle Income
831,832,42,Female,Philippines,55205,Students,Urban,Facebook,217,Vlogs,2,26,Night,4,Habit,9:00 PM,2,Millenials,Lower-Middle Income
832,833,20,Female,Indonesia,75103,Students,Rural,Instagram,178,Entertainment,4,10,Night,7,Habit,9:00 PM,5,Gen Z,Middle Income
833,834,49,Male,Germany,90812,driver,Rural,Facebook,289,Jokes/Memes,18,4,Evening,2,Boredom,2:00 PM,0,Gen X,High Income
834,835,20,Other,United States,61627,Labor/Worker,Rural,TikTok,155,Trends,5,1,Evening,4,Entertainment,2:00 PM,2,Gen Z,Middle Income
835,836,44,Male,Philippines,39008,Engineer,Rural,TikTok,272,Entertainment,19,23,Night,7,Habit,9:00 PM,5,Gen X,Lower-Middle Income
836,837,46,Female,India,91274,Waiting staff,Rural,TikTok,13,Gaming,10,8,Morning,7,Boredom,8:00 AM,5,Gen X,High Income
837,838,49,Other,Mexico,52402,Students,Rural,Facebook,99,Jokes/Memes,18,5,Evening,7,Habit,2:00 PM,5,Gen X,Lower-Middle Income
838,839,36,Other,India,73384,Students,Rural,TikTok,69,Life Hacks,25,2,Night,7,Habit,9:00 PM,5,Millenials,Middle Income
839,840,38,Male,Indonesia,25793,Teacher,Rural,YouTube,25,Pranks,21,24,Evening,2,Habit,2:00 PM,0,Millenials,Low Income
840,841,22,Male,India,25571,Manager,Urban,TikTok,236,Jokes/Memes,10,17,Evening,7,Boredom,2:00 PM,5,Gen Z,Low Income
841,842,35,Female,Barzil,36209,Students,Rural,TikTok,38,Jokes/Memes,5,7,Morning,7,Entertainment,8:00 AM,5,Millenials,Low Income
842,843,45,Male,Philippines,63148,Waiting staff,Rural,Facebook,160,Trends,17,17,Afternoon,2,Entertainment,5:00 PM,0,Gen X,Middle Income
843,844,59,Male,Barzil,22224,Students,Rural,TikTok,254,Life Hacks,22,28,Evening,7,Habit,2:00 PM,5,Gen X,Low Income
844,845,39,Male,Vietnam,68695,Engineer,Urban,Instagram,279,Pranks,13,6,Night,7,Habit,9:00 PM,5,Millenials,Middle Income
845,846,38,Male,Japan,52441,Students,Rural,YouTube,88,Jokes/Memes,23,29,Evening,2,Entertainment,2:00 PM,0,Millenials,Lower-Middle Income
846,847,23,Female,United States,59129,Waiting staff,Rural,Facebook,298,Entertainment,17,22,Evening,2,Entertainment,2:00 PM,0,Gen Z,Middle Income
847,848,18,Other,Mexico,82368,Waiting staff,Urban,YouTube,162,Jokes/Memes,9,15,Morning,2,Entertainment,8:00 AM,0,Gen Z,Upper-Middle Income
848,849,22,Female,Pakistan,64760,Artist,Rural,Instagram,286,Trends,24,5,Night,7,Entertainment,9:00 PM,5,Gen Z,Middle Income
849,850,58,Other,Pakistan,43478,Labor/Worker,Urban,Facebook,288,Pranks,12,15,Evening,7,Habit,2:00 PM,5,Gen X,Lower-Middle Income
850,851,29,Other,Mexico,91854,Waiting staff,Urban,Facebook,66,Gaming,14,18,Afternoon,2,Procrastination,5:00 PM,0,Millenials,High Income
851,852,43,Male,India,32180,Labor/Worker,Rural,TikTok,195,Gaming,14,18,Morning,2,Boredom,8:00 AM,0,Millenials,Low Income
852,853,63,Male,Vietnam,35372,Students,Rural,YouTube,102,Life Hacks,8,25,Afternoon,2,Habit,5:00 PM,0,Baby Boomers,Low Income
853,854,51,Male,United States,49796,Labor/Worker,Rural,Instagram,285,Gaming,23,21,Afternoon,7,Habit,5:00 PM,5,Gen X,Lower-Middle Income
854,855,31,Male,India,78272,Students,Urban,Instagram,167,Entertainment,5,21,Night,7,Habit,9:00 PM,5,Millenials,Middle Income
855,856,43,Female,India,74040,Students,Rural,Facebook,284,Trends,19,23,Morning,7,Boredom,8:00 AM,5,Millenials,Middle Income
856,857,62,Other,United States,95357,Labor/Worker,Rural,TikTok,190,Jokes/Memes,28,6,Night,2,Procrastination,9:00 PM,0,Baby Boomers,High Income
857,858,44,Male,Mexico,91368,Students,Rural,Facebook,86,Vlogs,14,2,Morning,2,Entertainment,8:00 AM,0,Gen X,High Income
858,859,26,Male,India,98356,driver,Rural,Facebook,160,Gaming,9,27,Evening,7,Procrastination,2:00 PM,5,Gen Z,High Income
859,860,43,Other,Pakistan,36211,Students,Rural,Facebook,247,Vlogs,7,17,Evening,2,Habit,2:00 PM,0,Millenials,Low Income
860,861,64,Male,India,25842,Manager,Urban,Facebook,298,Life Hacks,27,21,Morning,7,Habit,8:00 AM,5,Baby Boomers,Low Income
861,862,39,Male,Germany,83115,Engineer,Rural,Instagram,240,Vlogs,26,4,Night,7,Procrastination,9:00 PM,5,Millenials,Upper-Middle Income
862,863,64,Male,Japan,86852,Labor/Worker,Rural,Instagram,27,Gaming,26,12,Night,4,Entertainment,9:00 PM,2,Baby Boomers,Upper-Middle Income
863,864,47,Female,Pakistan,65968,Students,Urban,Facebook,82,Entertainment,8,19,Afternoon,2,Entertainment,5:00 PM,0,Gen X,Middle Income
864,865,60,Male,United States,37508,Students,Rural,Facebook,198,Vlogs,14,2,Evening,2,Procrastination,2:00 PM,0,Baby Boomers,Low Income
865,866,34,Other,Barzil,42005,Students,Rural,TikTok,26,Vlogs,22,26,Evening,7,Entertainment,2:00 PM,5,Millenials,Lower-Middle Income
866,867,43,Other,Germany,74575,Students,Rural,Facebook,28,Trends,28,2,Night,7,Boredom,9:00 PM,5,Millenials,Middle Income
867,868,53,Other,Germany,38971,Waiting staff,Rural,Instagram,228,Entertainment,14,14,Evening,4,Entertainment,2:00 PM,2,Gen X,Lower-Middle Income
868,869,18,Female,India,45599,Waiting staff,Rural,YouTube,129,Trends,11,15,Night,4,Procrastination,9:00 PM,2,Gen Z,Lower-Middle Income
869,870,25,Female,Japan,86914,Waiting staff,Rural,Instagram,110,ASMR,14,20,Night,2,Habit,9:00 PM,0,Gen Z,Upper-Middle Income
870,871,52,Male,Philippines,87055,Teacher,Rural,TikTok,43,Vlogs,21,2,Night,7,Entertainment,9:00 PM,5,Gen X,Upper-Middle Income
871,872,32,Female,Japan,25355,Artist,Rural,Instagram,93,Vlogs,8,4,Evening,7,Entertainment,2:00 PM,5,Millenials,Low Income
872,873,64,Female,United States,74120,Students,Rural,YouTube,205,Jokes/Memes,3,19,Afternoon,1,Habit,5:00 PM,0,Baby Boomers,Middle Income
873,874,39,Female,United States,94619,Manager,Rural,Facebook,211,Vlogs,28,9,Afternoon,4,Habit,5:00 PM,2,Millenials,High Income
874,875,31,Male,Indonesia,58342,Waiting staff,Rural,YouTube,20,Gaming,29,7,Evening,4,Entertainment,2:00 PM,2,Millenials,Lower-Middle Income
875,876,43,Female,Pakistan,98860,Waiting staff,Rural,Facebook,227,Pranks,29,13,Night,2,Habit,9:00 PM,0,Millenials,High Income
876,877,45,Male,Pakistan,22257,Waiting staff,Urban,Facebook,262,ASMR,23,27,Afternoon,2,Boredom,5:00 PM,0,Gen X,Low Income
877,878,40,Male,Pakistan,47364,Waiting staff,Urban,Instagram,231,ASMR,18,12,Evening,7,Habit,2:00 PM,5,Millenials,Lower-Middle Income
878,879,31,Male,Indonesia,44972,Labor/Worker,Rural,Instagram,89,Jokes/Memes,3,3,Afternoon,1,Boredom,5:00 PM,0,Millenials,Lower-Middle Income
879,880,41,Male,Vietnam,46654,Waiting staff,Rural,Instagram,16,Jokes/Memes,13,13,Morning,2,Boredom,8:00 AM,0,Millenials,Lower-Middle Income
880,881,19,Other,India,49320,Waiting staff,Rural,TikTok,281,Life Hacks,12,15,Night,7,Entertainment,9:00 PM,5,Gen Z,Lower-Middle Income
881,882,62,Male,Japan,40808,Engineer,Urban,Instagram,236,Pranks,15,14,Evening,1,Procrastination,2:00 PM,0,Baby Boomers,Lower-Middle Income
882,883,43,Male,India,72389,Engineer,Urban,TikTok,25,Trends,18,24,Afternoon,2,Entertainment,5:00 PM,0,Millenials,Middle Income
883,884,31,Female,United States,54773,Cashier,Urban,Instagram,21,Gaming,5,9,Night,2,Boredom,9:00 PM,0,Millenials,Lower-Middle Income
884,885,24,Female,Japan,71168,Labor/Worker,Rural,Facebook,250,Trends,7,13,Evening,4,Procrastination,2:00 PM,2,Gen Z,Middle Income
885,886,20,Other,United States,47747,Waiting staff,Rural,TikTok,30,Life Hacks,11,23,Afternoon,7,Procrastination,5:00 PM,5,Gen Z,Lower-Middle Income
886,887,64,Female,Germany,96396,Waiting staff,Urban,YouTube,187,ASMR,26,22,Morning,2,Boredom,8:00 AM,0,Baby Boomers,High Income
887,888,40,Other,India,77505,Teacher,Rural,TikTok,237,Jokes/Memes,27,4,Evening,4,Entertainment,2:00 PM,2,Millenials,Middle Income
888,889,63,Female,Barzil,38135,Labor/Worker,Urban,TikTok,282,Trends,11,21,Evening,7,Entertainment,2:00 PM,5,Baby Boomers,Low Income
889,890,60,Other,Indonesia,67377,Artist,Rural,YouTube,297,Comedy,27,8,Afternoon,4,Habit,5:00 PM,2,Baby Boomers,Middle Income
890,891,64,Female,Mexico,43554,Waiting staff,Rural,TikTok,143,Jokes/Memes,15,3,Afternoon,7,Boredom,5:00 PM,5,Baby Boomers,Lower-Middle Income
891,892,62,Female,India,82491,Labor/Worker,Rural,Facebook,292,Pranks,10,2,Night,7,Habit,9:00 PM,5,Baby Boomers,Upper-Middle Income
892,893,35,Female,United States,75621,Labor/Worker,Rural,Instagram,162,Life Hacks,15,19,Evening,2,Entertainment,2:00 PM,0,Millenials,Middle Income
893,894,55,Female,Pakistan,78283,Waiting staff,Rural,YouTube,75,Pranks,13,28,Evening,2,Boredom,2:00 PM,0,Gen X,Middle Income
894,895,52,Female,United States,36923,Cashier,Rural,Instagram,146,Pranks,14,23,Night,4,Boredom,9:00 PM,2,Gen X,Low Income
895,896,32,Male,Philippines,67591,Waiting staff,Rural,Facebook,101,Life Hacks,17,8,Afternoon,4,Boredom,5:00 PM,2,Millenials,Middle Income
896,897,42,Male,United States,82261,Manager,Rural,YouTube,268,Trends,13,17,Afternoon,7,Habit,5:00 PM,5,Millenials,Upper-Middle Income
897,898,54,Male,United States,74336,Students,Rural,Instagram,112,Life Hacks,10,13,Night,2,Habit,9:00 PM,0,Gen X,Middle Income
898,899,45,Male,Pakistan,94083,Waiting staff,Rural,Instagram,64,Jokes/Memes,25,7,Afternoon,2,Habit,5:00 PM,0,Gen X,High Income
899,900,27,Male,Mexico,80948,Manager,Rural,Facebook,266,Gaming,1,9,Evening,4,Habit,2:00 PM,2,Gen Z,Upper-Middle Income
900,901,56,Other,Indonesia,53002,Labor/Worker,Rural,Instagram,110,Comedy,1,12,Evening,2,Boredom,2:00 PM,0,Gen X,Lower-Middle Income
901,902,34,Male,India,93016,Manager,Rural,Facebook,207,Jokes/Memes,15,29,Morning,2,Habit,8:00 AM,3,Millenials,High Income
902,903,56,Other,Pakistan,46672,driver,Rural,TikTok,235,ASMR,16,14,Morning,4,Habit,8:00 AM,2,Gen X,Lower-Middle Income
903,904,39,Male,United States,24213,Cashier,Rural,Facebook,246,Jokes/Memes,12,14,Evening,4,Entertainment,2:00 PM,2,Millenials,Low Income
904,905,43,Male,Indonesia,30293,Students,Rural,TikTok,35,Life Hacks,26,15,Afternoon,4,Entertainment,5:00 PM,2,Millenials,Low Income
905,906,61,Female,United States,75860,Students,Rural,YouTube,130,Gaming,24,3,Morning,7,Habit,8:00 AM,5,Baby Boomers,Middle Income
906,907,42,Female,Indonesia,82507,Engineer,Rural,Instagram,191,Trends,6,15,Night,7,Habit,9:00 PM,5,Millenials,Upper-Middle Income
907,908,34,Female,Mexico,77134,Engineer,Rural,Facebook,208,ASMR,6,19,Afternoon,2,Habit,5:00 PM,0,Millenials,Middle Income
908,909,30,Female,Barzil,22100,Labor/Worker,Rural,Facebook,264,Vlogs,12,24,Morning,7,Habit,8:00 AM,5,Millenials,Low Income
909,910,37,Other,United States,81997,Artist,Urban,Instagram,131,Jokes/Memes,25,20,Afternoon,2,Entertainment,5:00 PM,0,Millenials,Upper-Middle Income
910,911,42,Female,Pakistan,48172,Waiting staff,Rural,Instagram,40,Life Hacks,15,14,Evening,1,Boredom,2:00 PM,0,Millenials,Lower-Middle Income
911,912,21,Other,Indonesia,40132,Artist,Rural,YouTube,294,Jokes/Memes,4,8,Night,2,Habit,9:00 PM,0,Gen Z,Lower-Middle Income
912,913,27,Male,United States,38199,Students,Urban,YouTube,115,Life Hacks,24,5,Night,4,Entertainment,9:00 PM,2,Gen Z,Low Income
913,914,20,Male,Vietnam,56609,Waiting staff,Rural,Facebook,233,Vlogs,4,19,Evening,4,Entertainment,2:00 PM,2,Gen Z,Lower-Middle Income
914,915,58,Female,Japan,62965,Manager,Rural,YouTube,282,Life Hacks,2,4,Morning,2,Boredom,8:00 AM,0,Gen X,Middle Income
915,916,62,Female,Philippines,28016,Labor/Worker,Rural,TikTok,241,Trends,27,14,Evening,2,Entertainment,2:00 PM,0,Baby Boomers,Low Income
916,917,35,Other,United States,59779,Waiting staff,Urban,YouTube,265,Vlogs,24,16,Night,2,Habit,9:00 PM,0,Millenials,Middle Income
917,918,64,Female,India,51881,Waiting staff,Urban,YouTube,33,Trends,12,20,Evening,2,Entertainment,2:00 PM,0,Baby Boomers,Lower-Middle Income
918,919,53,Other,Barzil,44472,Students,Rural,Facebook,118,Entertainment,7,24,Evening,7,Boredom,2:00 PM,5,Gen X,Lower-Middle Income
919,920,64,Female,Barzil,71813,Labor/Worker,Rural,TikTok,200,Life Hacks,20,6,Evening,2,Habit,2:00 PM,0,Baby Boomers,Middle Income
920,921,39,Male,United States,56021,Labor/Worker,Urban,YouTube,34,Life Hacks,9,23,Night,4,Habit,10:15 PM,2,Millenials,Lower-Middle Income
921,922,51,Male,Philippines,74131,Waiting staff,Rural,TikTok,196,Pranks,9,25,Afternoon,1,Boredom,5:45 PM,0,Gen X,Middle Income
